id	net_time	start_time	end_time	op	wf_curr_app	userid	status	user_type	comments	appid	grID	internalfileid	clientid	log_id
12278	37.94000000	20230412155923	20230412160101	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0200	DDESIMONE	GRPreverification	I	yyy	GuaranteeRequest	GR000000295458	9806FID	CL000000013571	LT000000012195
10103	37.93000000	20230411093312	20230411093349	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J2DG	LTGEMMA	GRDGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295235	9617FID	CL000000013334	LT000000010032
11952	37.89000000	20230412141213	20230412141250	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	FRINALDI	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295107	9736FID	CL000000013481	LT000000011869
10814	37.88000000	20230411144055	20230411144132	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295434	9803FID	CL000000013545	LT000000010737
10373	37.84000000	20230411104335	20230411104413	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295312	9792FID	CL000000013552	LT000000010300
4412	37.82000000	20230403150046	20230403150124	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J4	MSCARINZI	GRRAMDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000292709	9547FID	CL000000013260	LT000000004379
12018	37.79000000	20230412142921	20230412142959	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	FRINALDI	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295107	9736FID	CL000000013481	LT000000011935
10745	37.72000000	20230411132229	20230411132307	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295365	9796FID	CL000000013567	LT000000010668
3278	37.72000000	20230403095513	20230403095551	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	DDESIMONE	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295112	9689FID	CL000000013414	LT000000003251
4296	37.70000000	20230403144206	20230403144243	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0500A	DDESIMONE	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295130	9768FID	CL000000013526	LT000000004263
12257	37.68000000	20230412155314	20230412155352	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	FRINALDI	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000294992	9702FID	CL000000013412	LT000000012174
10307	37.66000000	20230411102944	20230411103022	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	LTGEMMA	GRDGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295308	9606FID	CL000000013311	LT000000010235
11032	37.62000000	20230412082323	20230412082401	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J4	MSCARINZI	GRRAMDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000294186	9581FID	CL000000013298	LT000000010955
7368	37.59000000	20230405091847	20230405091925	Caricamento Pagina	XXX	ALTAVALSUGANAPROMOZIONISERVIZI	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000007313
10689	37.56000000	20230411130224	20230411130302	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J2SEG	LCASA	GRSEGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295431	9732FID	CL000000013476	LT000000010612
5075	37.53000000	20230404081318	20230404081355	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0200	SDELGOBBO	GRPreverification	I	yyy	GuaranteeRequest	GR000000295225	9797FID	CL000000013562	LT000000005039
461	37.47000000	20230330110224	20230330110301	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J1	FFAILLI	GRRISDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295128	8253FID	CL000000011734	LT000000000457
709	37.38000000	20230330120316	20230330120353	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF2100	SSCAGNETTI	GROrderMonitoring	I	yyy	GuaranteeRequest	GR000000263355	2382FID	CL000000003798	LT000000000703
10559	37.34000000	20230411114233	20230411114310	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF2000	LTGEMMA	GRDisbursementMonitoringDeadLineSEGFinal	I	yyy	GuaranteeRequest	GR000000293644	9415FID	CL000000013067	LT000000010483
12106	37.24000000	20230412150335	20230412150412	Caricamento Pagina	XXX	ALEX1025	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000012023
10317	37.23000000	20230411103121	20230411103158	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	LTGEMMA	GRDGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295308	9606FID	CL000000013311	LT000000010245
10243	37.20000000	20230411100117	20230411100154	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J2SEG	LCASA	GRSEGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295412	9617FID	CL000000013334	LT000000010171
1054	37.20000000	20230330151351	20230330151429	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF2100	SSCAGNETTI	GROrderMonitoring	I	yyy	GuaranteeRequest	GR000000263348	2915FID	CL000000004517	LT000000001046
10251	37.18000000	20230411100312	20230411100349	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J2SEG	LTGEMMA	GRSEGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295413	9751FID	CL000000013485	LT000000010179
5582	37.15000000	20230404114652	20230404114729	Caricamento Pagina	XXX	SIMEC	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000005545
2165	37.13000000	20230331112435	20230331112512	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	ASERRA	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000294747	9631FID	CL000000013325	LT000000002147
1026	37.05000000	20230330150407	20230330150444	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	ASERRA	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295120	9749FID	CL000000013493	LT000000001018
4645	37.05000000	20230403154325	20230403154402	ClientsFunctions.asp --> Sub CalculateAmortizationSchedule	yyy	CHIANTIBANCA	XXX	E	yyy	ClientsGuaranteeCalculation	XXX	XXX	XXX	LT000000004609
166	37.00000000	20230330093200	20230330093237	Caricamento Pagina	XXX	MANCINELLIICCREA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000000164
1360	36.96000000	20230330163045	20230330163122	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF2100	SSCAGNETTI	GROrderMonitoring	I	yyy	GuaranteeRequest	GR000000261301	8716FID	CL000000012261	LT000000001351
11604	36.90000000	20230412115714	20230412115751	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295439	9780FID	CL000000013536	LT000000011521
9173	36.87000000	20230406123200	20230406123237	Caricamento Pagina	XXX	ANDREAPULLIA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000009102
5645	36.87000000	20230404115915	20230404115952	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	ASERRA	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295248	9654FID	CL000000013380	LT000000005605
12004	36.86000000	20230412142726	20230412142803	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	FRINALDI	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295107	9736FID	CL000000013481	LT000000011921
10227	36.85000000	20230411095955	20230411100032	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J2SEG	LCASA	GRSEGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295412	9617FID	CL000000013334	LT000000010156
1549	36.83000000	20230330165932	20230330170009	Caricamento Pagina	XXX	PRODOTTISPECIALISTICIROMA1	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000001533
5161	36.82000000	20230404083557	20230404083634	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J2	GVENCESLAI	GRDIRDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000294862	9617FID	CL000000013334	LT000000005125
10185	36.82000000	20230411094533	20230411094609	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J2DG	LCASA	GRDGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295234	9617FID	CL000000013334	LT000000010114
4786	36.75000000	20230403160347	20230403160423	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	FRINALDI	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000294967	9725FID	CL000000013429	LT000000004750
1512	36.74000000	20230330165035	20230330165112	Caricamento Pagina	XXX	PRODOTTISPECIALISTICIROMA1	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000001497
2364	36.74000000	20230331121929	20230331122006	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	DDESIMONE	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295029	9782FID	CL000000013531	LT000000002345
9950	36.73000000	20230407123742	20230407123819	Caricamento Pagina	XXX	BANCACENTROQUILICI	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000009879
1011	36.72000000	20230330150221	20230330150258	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	ASERRA	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295120	9749FID	CL000000013493	LT000000001003
10218	36.70000000	20230411095749	20230411095826	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J2DG	LTGEMMA	GRDGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295310	9751FID	CL000000013485	LT000000010147
10240	36.69000000	20230411100053	20230411100130	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J2SEG	LTGEMMA	GRSEGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295413	9751FID	CL000000013485	LT000000010168
8516	36.69000000	20230405142811	20230405142848	Caricamento Pagina	XXX	COROS	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000008448
7885	36.66000000	20230405111459	20230405111536	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF3051	FFAILLI	GRRimodPDAAcceptedRespRIS	I	yyy	GuaranteeRequest	GR000000295259	8951FID	CL000000012375	LT000000007824
12316	36.66000000	20230412160441	20230412160518	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	FRINALDI	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000294525	9659FID	CL000000013386	LT000000012233
7723	36.63000000	20230405105956	20230405110033	Caricamento Pagina	XXX	COROS	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000007665
10259	36.61000000	20230411100341	20230411100418	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295312	9792FID	CL000000013552	LT000000010187
1544	36.54000000	20230330165547	20230330165624	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J4	SSCAGNETTI	GRRAMDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000293807	9048FID	CL000000012623	LT000000001528
3992	36.52000000	20230403123703	20230403123739	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	MUGLIONI21	Completa	E	yyy	GuaranteeRequest	GR000000286561	5111FID	CL000000007554	LT000000003959
10441	36.51000000	20230411110250	20230411110326	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J2SEG	LCASA	GRSEGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295420	9674FID	CL000000013404	LT000000010367
3420	36.42000000	20230403102801	20230403102838	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	MGUANDALINI	GRRimodPDAAcceptedSEG	I	yyy	GuaranteeRequest	GR000000295204	8951FID	CL000000012375	LT000000003393
9177	36.39000000	20230406123238	20230406123314	Caricamento Pagina	XXX	ANDREAPULLIA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000009106
3851	36.33000000	20230403115828	20230403115904	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600A	LFINI	GRAPPRIS	I	yyy	GuaranteeRequest	GR000000295219	9781FID	CL000000013537	LT000000003818
5137	36.21000000	20230404083217	20230404083253	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF321	GVENCESLAI	GRAbandonPreDIR	I	yyy	GuaranteeRequest	GR000000294726	9565FID	CL000000013245	LT000000005101
10095	36.20000000	20230411093225	20230411093301	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J2DG	LTGEMMA	GRDGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295235	9617FID	CL000000013334	LT000000010024
10467	36.20000000	20230411112203	20230411112239	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J2SEG	LTGEMMA	GRSEGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295421	9713FID	CL000000013451	LT000000010392
12213	36.09000000	20230412154828	20230412154904	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF301	FRINALDI	GRAbandonIST	I	yyy	GuaranteeRequest	GR000000295006	9733FID	CL000000013478	LT000000012130
9963	36.07000000	20230407124919	20230407124955	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J1	FFAILLI	GRRISDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295401	9748FID	CL000000013497	LT000000009892
3216	36.02000000	20230403094704	20230403094740	Caricamento Pagina	XXX	LOCIACIOMARIAPIA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000003189
3327	36.00000000	20230403100756	20230403100832	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	LOCIACIOMARIAPIA	Completa	E	yyy	GuaranteeRequest	GR000000282180	5589FID	CL000000008067	LT000000003300
5307	35.96000000	20230404091807	20230404091843	Caricamento Pagina	XXX	ALTAVALSUGANAPROMOZIONISERVIZI	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000005271
8442	35.94000000	20230405132731	20230405132807	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	ASERRA	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295350	9797FID	CL000000013562	LT000000008375
8354	35.87000000	20230405122342	20230405122418	Caricamento Pagina	XXX	COOPCREDIT	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000008287
6595	35.86000000	20230404165303	20230404165339	Caricamento Pagina	XXX	CILIA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000006546
10529	35.84000000	20230411113521	20230411113557	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF2000	LTGEMMA	GRDisbursementMonitoringDeadLineSEGFinal	I	yyy	GuaranteeRequest	GR000000293644	9415FID	CL000000013067	LT000000010454
3212	35.82000000	20230403094628	20230403094704	Caricamento Pagina	XXX	LOCIACIOMARIAPIA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000003185
6580	35.80000000	20230404165227	20230404165303	Caricamento Pagina	XXX	CILIA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000006531
10935	35.76000000	20230411170640	20230411170716	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J	FRINALDI	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295107	9736FID	CL000000013481	LT000000010858
1294	35.75000000	20230330161654	20230330161730	Caricamento Pagina	XXX	COROS	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000001285
7570	35.68000000	20230405102320	20230405102356	Caricamento Pagina	XXX	COROS	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000007512
5718	35.59000000	20230404124209	20230404124244	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	DDESIMONE	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295249	9751FID	CL000000013485	LT000000005677
719	35.59000000	20230330120824	20230330120900	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	LFINI	GRRimodPDAAcceptedIST	I	yyy	GuaranteeRequest	GR000000294480	5046FID	CL000000007461	LT000000000713
6109	35.53000000	20230404154811	20230404154846	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	LFINI	GRRimodPDAAcceptedIST	I	yyy	GuaranteeRequest	GR000000295256	8951FID	CL000000012375	LT000000006066
9160	35.50000000	20230406123021	20230406123056	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	LFINI	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295348	9748FID	CL000000013497	LT000000009089
3314	35.30000000	20230403100635	20230403100710	Caricamento Pagina	XXX	LOCIACIOMARIAPIA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000003287
10609	35.23000000	20230411122157	20230411122232	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295365	9796FID	CL000000013567	LT000000010532
3239	35.22000000	20230403094859	20230403094934	Caricamento Pagina	XXX	LOCIACIOMARIAPIA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000003212
10865	35.18000000	20230411155058	20230411155134	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF2100	MSCARINZI	GROrderMonitoring	I	yyy	GuaranteeRequest	GR000000293725	9549FID	CL000000013261	LT000000010788
12293	35.13000000	20230412160229	20230412160304	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	MFACENDOLA	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295182	9641FID	CL000000013367	LT000000012210
442	35.13000000	20230330110056	20230330110131	GuaranteeSendFunctions.asp --> Sub ComputeAPR	yyy	DDESIMONE	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295129	9790FID	CL000000013500	LT000000000438
5086	35.12000000	20230404081654	20230404081730	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600B	GVENCESLAI	GRDIRApproval	I	yyy	GuaranteeRequest	GR000000294880	9757FID	CL000000013499	LT000000005050
10193	35.06000000	20230411095005	20230411095040	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J2SEG	LTGEMMA	GRSEGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000292740	9571FID	CL000000013283	LT000000010122
10769	35.04000000	20230411134839	20230411134914	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295407	9800FID	CL000000013549	LT000000010692
5986	35.03000000	20230404152108	20230404152143	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF3031	FFAILLI	GRRimodPDAAcceptedRIS	I	yyy	GuaranteeRequest	GR000000295254	8951FID	CL000000012375	LT000000005945
3919	35.03000000	20230403121846	20230403121921	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	FRINALDI	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000294992	9702FID	CL000000013412	LT000000003886
491	35.01000000	20230330110512	20230330110547	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0500A	DDESIMONE	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295130	9768FID	CL000000013526	LT000000000487
10599	34.99000000	20230411121359	20230411121434	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	FRINALDI	Completa	I	yyy	GuaranteeRequest	GR000000257577	8515FID	CL000000012023	LT000000010522
9260	34.95000000	20230406125126	20230406125201	Caricamento Pagina	XXX	ANDREAPULLIA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000009189
5346	34.89000000	20230404093651	20230404093726	Caricamento Pagina	XXX	BANCADRIAPROMOZIONISERVIZI	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000005310
4391	34.88000000	20230403145903	20230403145938	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	FRINALDI	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000294525	9659FID	CL000000013386	LT000000004358
11575	34.88000000	20230412112207	20230412112242	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J4	SSCAGNETTI	GRRAMDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000292938	9655FID	CL000000013376	LT000000011492
10267	34.85000000	20230411100623	20230411100658	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J2SEG	LTGEMMA	GRSEGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295413	9751FID	CL000000013485	LT000000010195
198	34.80000000	20230330094211	20230330094245	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295096	9781FID	CL000000013537	LT000000000194
8479	34.80000000	20230405134146	20230405134220	Caricamento Pagina	XXX	MSALVATICI	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000008412
11387	34.77000000	20230412103202	20230412103237	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	DDESIMONE	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295437	9801FID	CL000000013570	LT000000011306
1145	34.76000000	20230330153654	20230330153729	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	LFINI	GRRimodPDAAcceptedIST	I	yyy	GuaranteeRequest	GR000000294480	5046FID	CL000000007461	LT000000001136
3263	34.61000000	20230403095417	20230403095452	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295176	9786FID	CL000000013538	LT000000003236
3033	34.61000000	20230403091958	20230403092033	Caricamento Pagina	XXX	GOLFETTO	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000003010
4985	34.61000000	20230403173214	20230403173248	Caricamento Pagina	XXX	COOPCREDIT	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000004949
10792	34.61000000	20230411142716	20230411142751	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295407	9800FID	CL000000013549	LT000000010715
10875	34.61000000	20230411161309	20230411161344	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J4	MSCARINZI	GRRAMDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000294160	9557FID	CL000000013274	LT000000010798
12180	34.60000000	20230412151707	20230412151742	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	DDESIMONE	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295456	9727FID	CL000000013474	LT000000012097
6006	34.57000000	20230404152456	20230404152531	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	LFINI	GRRimodPDAAcceptedIST	I	yyy	GuaranteeRequest	GR000000295256	8951FID	CL000000012375	LT000000005965
10209	34.49000000	20230411095646	20230411095721	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J2DG	LCASA	GRDGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295234	9617FID	CL000000013334	LT000000010138
9852	34.48000000	20230407113736	20230407113810	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600I	DESKAGRARIO	GRACCEPTANCEMONITORING	E	yyy	GuaranteeRequest	GR000000290378	9579FID	CL000000013295	LT000000009781
7708	34.43000000	20230405105831	20230405105905	Caricamento Pagina	XXX	COROS	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000007650
1156	34.42000000	20230330153751	20230330153826	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	LFINI	GRRimodPDAAcceptedIST	I	yyy	GuaranteeRequest	GR000000294480	5046FID	CL000000007461	LT000000001147
1623	34.38000000	20230330173122	20230330173157	Caricamento Pagina	XXX	MPS5081AT	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000001607
5144	34.36000000	20230404083312	20230404083347	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF321	GVENCESLAI	GRAbandonPreDIR	I	yyy	GuaranteeRequest	GR000000294726	9565FID	CL000000013245	LT000000005108
5642	34.35000000	20230404115903	20230404115938	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	DDESIMONE	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295249	9751FID	CL000000013485	LT000000005602
2130	34.33000000	20230331112025	20230331112100	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	ASERRA	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000294747	9631FID	CL000000013325	LT000000002113
3290	34.32000000	20230403100028	20230403100102	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	LOCIACIOMARIAPIA	Completa	E	yyy	GuaranteeRequest	GR000000282180	5589FID	CL000000008067	LT000000003263
484	34.31000000	20230330110456	20230330110530	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J2	GVENCESLAI	GRDIRDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295131	8253FID	CL000000011734	LT000000000480
1618	34.30000000	20230330172845	20230330172919	Caricamento Pagina	XXX	PRODOTTISPECIALISTICIROMA1	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000001602
7738	34.30000000	20230405110113	20230405110148	Caricamento Pagina	XXX	COROS	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000007680
9848	34.29000000	20230407113523	20230407113557	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF2102	LFINI	GRBankConsolidationAmortization_(PartErog)	I	yyy	GuaranteeRequest	GR000000287061	8589FID	CL000000012128	LT000000009777
10738	34.25000000	20230411132036	20230411132111	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295365	9796FID	CL000000013567	LT000000010661
10356	34.25000000	20230411104123	20230411104158	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J2SEG	LTGEMMA	GRSEGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295417	9606FID	CL000000013311	LT000000010284
11039	34.25000000	20230412082704	20230412082738	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	ASERRA	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295436	9802FID	CL000000013541	LT000000010962
