id	net_time	start_time	end_time	op	wf_curr_app	userid	status	user_type	comments	appid	grID	internalfileid	clientid	log_id
10382	34.23000000	20230411104610	20230411104645	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0500A	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295312	9792FID	CL000000013552	LT000000010309
3893	34.15000000	20230403121032	20230403121106	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600A	LFINI	GRAPPRIS	I	yyy	GuaranteeRequest	GR000000295200	9787FID	CL000000013540	LT000000003860
2902	34.11000000	20230403085931	20230403090805	Caricamento Pagina	XXX	GOLFETTO	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000002881
2198	34.08000000	20230331112846	20230331112920	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	ASERRA	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000294747	9631FID	CL000000013325	LT000000002180
10450	34.04000000	20230411111529	20230411111603	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J2SEG	LCASA	GRSEGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295420	9674FID	CL000000013404	LT000000010375
5243	34.03000000	20230404085123	20230404085157	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J2	GVENCESLAI	GRDIRDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000294857	9653FID	CL000000013369	LT000000005207
5474	34.02000000	20230404104444	20230404104518	Caricamento Pagina	XXX	COOPCREDIT	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000005437
11119	34.01000000	20230412090833	20230412090907	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	ASERRA	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295436	9802FID	CL000000013541	LT000000011042
10885	34.00000000	20230411163525	20230411163559	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF2100	MSCARINZI	GROrderMonitoring	I	yyy	GuaranteeRequest	GR000000293720	9575FID	CL000000013286	LT000000010808
11301	33.95000000	20230412101931	20230412102005	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	ASERRA	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295366	9799FID	CL000000013561	LT000000011221
2100	33.91000000	20230331111426	20230331111500	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	DDESIMONE	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295029	9782FID	CL000000013531	LT000000002083
5386	33.90000000	20230404094441	20230404094514	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600B	GVENCESLAI	GRDIRApproval	I	yyy	GuaranteeRequest	GR000000294884	9762FID	CL000000013507	LT000000005349
7796	33.89000000	20230405110602	20230405110636	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF3051	FFAILLI	GRRimodPDAAcceptedRespRIS	I	yyy	GuaranteeRequest	GR000000295150	5046FID	CL000000007461	LT000000007737
3884	33.87000000	20230403120523	20230403120557	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	FRINALDI	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000294967	9725FID	CL000000013429	LT000000003851
7814	33.86000000	20230405110742	20230405110816	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF3051	FFAILLI	GRRimodPDAAcceptedRespRIS	I	yyy	GuaranteeRequest	GR000000295150	5046FID	CL000000007461	LT000000007755
3365	33.83000000	20230403101844	20230403101918	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	ASERRA	GRISTVerification	I	yyy	GuaranteeRequest	GR000000294994	9779FID	CL000000013547	LT000000003338
627	33.82000000	20230330113453	20230330113526	ClientsFunctions.asp --> Function ShowListCommission	yyy	SSCAGNETTI	GRReschedulingRAMAssignment	I	yyy	GuaranteeRequest	GR000000222618	3877FID	CL000000005805	LT000000000621
1650	33.81000000	20230331081114	20230331081148	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	DDESIMONE	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295130	9768FID	CL000000013526	LT000000001634
3161	33.80000000	20230403092906	20230403092940	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	ASERRA	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000291412	9639FID	CL000000013357	LT000000003134
11370	33.78000000	20230412102941	20230412103015	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295434	9803FID	CL000000013545	LT000000011289
8869	33.76000000	20230406095513	20230406095547	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0500	ASERRA	GRLoanOfficer	I	yyy	GuaranteeRequest	GR000000295363	9794FID	CL000000013564	LT000000008799
10662	33.73000000	20230411124919	20230411124953	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J2SEG	LCASA	GRSEGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295431	9732FID	CL000000013476	LT000000010585
10845	33.71000000	20230411150854	20230411150928	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295434	9803FID	CL000000013545	LT000000010768
5281	33.71000000	20230404085806	20230404085839	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF321	GVENCESLAI	GRAbandonPreDIR	I	yyy	GuaranteeRequest	GR000000295067	9684FID	CL000000013417	LT000000005245
2144	33.71000000	20230331112100	20230331112134	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	ASERRA	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000294747	9631FID	CL000000013325	LT000000002127
10174	33.70000000	20230411094342	20230411094415	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J2SEG	LTGEMMA	GRSEGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295408	9617FID	CL000000013334	LT000000010103
7324	33.66000000	20230405090522	20230405090556	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J2	GVENCESLAI	GRDIRDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295298	9751FID	CL000000013485	LT000000007269
494	33.64000000	20230330110517	20230330110550	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF2110	SMERCURI	GRReschedulingOrderMonitoring	I	yyy	GuaranteeRequest	GR000000291803	1321FID	CL000000002123	LT000000000490
700	33.63000000	20230330120205	20230330120239	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF2100	SSCAGNETTI	GROrderMonitoring	I	yyy	GuaranteeRequest	GR000000263355	2382FID	CL000000003798	LT000000000694
9787	33.60000000	20230407095231	20230407095304	Caricamento Pagina	XXX	CHIANTIBANCA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000009716
1063	33.59000000	20230330151610	20230330151644	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF2100	SSCAGNETTI	GROrderMonitoring	I	yyy	GuaranteeRequest	GR000000263348	2915FID	CL000000004517	LT000000001054
7931	33.58000000	20230405112101	20230405112135	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600F	MGUANDALINI	GRDISBURSEMENTSEG	I	yyy	GuaranteeRequest	GR000000295325	9769FID	CL000000013527	LT000000007868
1511	33.54000000	20230330165026	20230330165100	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J4	SSCAGNETTI	GRRAMDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000294692	8374FID	CL000000011895	LT000000001496
2831	33.54000000	20230403085307	20230403085341	Caricamento Pagina	XXX	CHIANTIBANCA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000002812
10836	33.54000000	20230411150636	20230411150709	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF2100	MSCARINZI	GROrderMonitoring	I	yyy	GuaranteeRequest	GR000000293723	9640FID	CL000000013362	LT000000010759
8321	33.50000000	20230405121521	20230405121555	Caricamento Pagina	XXX	CHIANTIBANCA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000008254
11489	33.49000000	20230412110147	20230412110220	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295439	9780FID	CL000000013536	LT000000011407
11400	33.48000000	20230412103428	20230412103502	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295439	9780FID	CL000000013536	LT000000011319
7494	33.48000000	20230405095409	20230405095443	Caricamento Pagina	XXX	PRODOTTISPECIALISTICIROMA1	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000007438
4491	33.46000000	20230403151212	20230403151246	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600I	BANCOBPM	GRACCEPTANCEMONITORING	E	yyy	GuaranteeRequest	GR000000285205	9332FID	CL000000012985	LT000000004458
10673	33.34000000	20230411125647	20230411125720	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	MSCARINZI	Completa	I	yyy	GuaranteeRequest	GR000000295393	7752FID	CL000000011168	LT000000010596
10984	33.29000000	20230412081638	20230412081711	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	ASERRA	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295277	9795FID	CL000000013565	LT000000010907
3969	33.28000000	20230403123238	20230403123311	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	MUGLIONI21	Completa	E	yyy	GuaranteeRequest	GR000000286561	5111FID	CL000000007554	LT000000003936
1619	33.26000000	20230330172928	20230330173002	Caricamento Pagina	XXX	PRODOTTISPECIALISTICIROMA1	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000001603
8957	33.25000000	20230406104153	20230406104227	Caricamento Pagina	XXX	ALTAVALSUGANAPROMOZIONISERVIZI	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000008887
10138	33.23000000	20230411093930	20230411094004	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0200	LCASA	GRPreverification	I	yyy	GuaranteeRequest	GR000000295400	9802FID	CL000000013541	LT000000010067
11511	33.23000000	20230412110740	20230412110813	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	DDESIMONE	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295327	9793FID	CL000000013522	LT000000011429
11938	33.18000000	20230412141045	20230412141118	Caricamento Pagina	XXX	CINQUEGRANI	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000011855
11874	33.16000000	20230412132954	20230412133027	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600	FFAILLI	GRAPPRIS	I	yyy	GuaranteeRequest	GR000000295435	9795FID	CL000000013565	LT000000011791
4307	33.16000000	20230403144536	20230403144609	Caricamento Pagina	XXX	GOLFETTO	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000004274
1221	33.15000000	20230330155329	20230330155402	Caricamento Pagina	XXX	COROS	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000001212
927	33.15000000	20230330141414	20230330141447	Caricamento Pagina	XXX	CDIMURO	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000000920
5187	33.15000000	20230404083913	20230404083946	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J2	GVENCESLAI	GRDIRDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000294861	9617FID	CL000000013334	LT000000005151
9188	33.06000000	20230406123510	20230406123543	Caricamento Pagina	XXX	CHERASCOPROMOZIONISERVIZI	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000009117
5179	33.03000000	20230404083833	20230404083906	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J2	GVENCESLAI	GRDIRDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000294861	9617FID	CL000000013334	LT000000005143
7271	33.02000000	20230405090036	20230405090109	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	MSCARINZI	GROrderMonitoring 	I	yyy	GuaranteeRequest	GR000000290252	9126FID	CL000000012723	LT000000007217
611	33.02000000	20230330113334	20230330113407	ClientsFunctions.asp --> Function ShowListCommission	yyy	SSCAGNETTI	GRReschedulingRAMAssignment	I	yyy	GuaranteeRequest	GR000000222618	3877FID	CL000000005805	LT000000000605
5303	32.97000000	20230404090126	20230404090159	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600E	GVENCESLAI	GRDIRApproval	I	yyy	GuaranteeRequest	GR000000294987	9709FID	CL000000013439	LT000000005267
10627	32.96000000	20230411123353	20230411123426	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	LCASA	GRDGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295239	9732FID	CL000000013476	LT000000010550
10341	32.94000000	20230411104032	20230411104105	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J2DG	LCASA	GRDGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295236	9674FID	CL000000013404	LT000000010269
440	32.93000000	20230330110026	20230330110059	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J1	FFAILLI	GRRISDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295128	8253FID	CL000000011734	LT000000000436
4332	32.91000000	20230403144937	20230403145010	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	GOLFETTO	Completa	E	yyy	GuaranteeRequest	GR000000287180	8951FID	CL000000012375	LT000000004299
3304	32.91000000	20230403100317	20230403100349	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	DDESIMONE	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295112	9689FID	CL000000013414	LT000000003277
960	32.87000000	20230330143857	20230330143930	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	LFINI	GRRimodPDAAcceptedIST	I	yyy	GuaranteeRequest	GR000000294480	5046FID	CL000000007461	LT000000000952
1393	32.86000000	20230330163420	20230330163453	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J4	SSCAGNETTI	GRRAMDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000293734	9376FID	CL000000013014	LT000000001383
3543	32.86000000	20230403103935	20230403104007	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600H	MGUANDALINI	GRACCEPTANCESEG	I	yyy	GuaranteeRequest	GR000000294877	9751FID	CL000000013485	LT000000003511
8450	32.83000000	20230405133133	20230405133206	Caricamento Pagina	XXX	RANDAZZO	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000008383
10476	32.79000000	20230411112315	20230411112348	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J2SEG	LTGEMMA	GRSEGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295421	9713FID	CL000000013451	LT000000010401
10492	32.77000000	20230411112506	20230411112539	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J	FRINALDI	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295107	9736FID	CL000000013481	LT000000010417
3329	32.77000000	20230403100815	20230403100847	GuaranteeRequestDetail.asp --> CaricamentoPagina	#ERR	FRINALDI	Completa	I	yyy	GuaranteeRequest	GR000000293018	3890FID	CL000000005801	LT000000003302
10087	32.73000000	20230411092738	20230411092811	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J2DG	LTGEMMA	GRDGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295235	9617FID	CL000000013334	LT000000010016
8299	32.71000000	20230405121228	20230405121300	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF3061	MGUANDALINI	GRRimodPDAAcceptedRespSEG	I	yyy	GuaranteeRequest	GR000000295333	5046FID	CL000000007461	LT000000008232
3604	32.70000000	20230403105738	20230403105811	Caricamento Pagina	XXX	CHERASCOPROMOZIONISERVIZI	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000003572
2311	32.69000000	20230331120853	20230331120926	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	ASERRA	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000294747	9631FID	CL000000013325	LT000000002293
11913	32.69000000	20230412133658	20230412133731	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295439	9780FID	CL000000013536	LT000000011830
5250	32.67000000	20230404085208	20230404085241	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J2	GVENCESLAI	GRDIRDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000294857	9653FID	CL000000013369	LT000000005214
3041	32.66000000	20230403092018	20230403092051	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	ASERRA	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000291367	9606FID	CL000000013311	LT000000003018
12072	32.66000000	20230412145506	20230412145538	Caricamento Pagina	XXX	COSVIG	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000011989
3326	32.63000000	20230403100759	20230403100832	GuaranteeRequestDetail.asp --> Sub ShowForm	#ERR	LOCIACIOMARIAPIA	Completa	E	yyy	GuaranteeRequest	GR000000282180	5589FID	CL000000008067	LT000000003299
4630	32.63000000	20230403154005	20230403154038	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J	FRINALDI	GRISTDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000294992	9702FID	CL000000013412	LT000000004594
10333	32.62000000	20230411103954	20230411104027	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600J2SEG	LTGEMMA	GRSEGDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295417	9606FID	CL000000013311	LT000000010261
11882	32.61000000	20230412133029	20230412133102	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295439	9780FID	CL000000013536	LT000000011799
11269	32.59000000	20230412101430	20230412101503	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600F	MGUANDALINI	GRDISBURSEMENTSEG	I	yyy	GuaranteeRequest	GR000000295377	9774FID	CL000000013539	LT000000011190
8469	32.58000000	20230405133940	20230405134012	Caricamento Pagina	XXX	MSALVATICI	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000008402
5288	32.57000000	20230404085851	20230404085923	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF321	GVENCESLAI	GRAbandonPreDIR	I	yyy	GuaranteeRequest	GR000000295067	9684FID	CL000000013417	LT000000005252
7556	32.55000000	20230405101618	20230405101650	Caricamento Pagina	XXX	COOPCREDIT	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000007498
11046	32.51000000	20230412082830	20230412082903	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	ASERRA	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295436	9802FID	CL000000013541	LT000000010969
5117	32.48000000	20230404082351	20230404082424	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600E	GVENCESLAI	GRDIRApproval	I	yyy	GuaranteeRequest	GR000000294595	9743FID	CL000000013490	LT000000005081
11636	32.45000000	20230412120456	20230412120528	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295439	9780FID	CL000000013536	LT000000011553
7895	32.41000000	20230405111535	20230405111608	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600F	MGUANDALINI	GRDISBURSEMENTSEG	I	yyy	GuaranteeRequest	GR000000295244	9754FID	CL000000013503	LT000000007833
1240	32.41000000	20230330160211	20230330160243	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF2100	SSCAGNETTI	GROrderMonitoring	I	yyy	GuaranteeRequest	GR000000254314	7830FID	CL000000011252	LT000000001231
10722	32.38000000	20230411131502	20230411131534	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295365	9796FID	CL000000013567	LT000000010645
9434	32.37000000	20230406151347	20230406151419	Caricamento Pagina	XXX	GOLFETTO	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000009363
1361	32.34000000	20230330163057	20230330163129	Caricamento Pagina	XXX	ANDREAMARA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000001352
5153	32.34000000	20230404083507	20230404083539	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J2	GVENCESLAI	GRDIRDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000294862	9617FID	CL000000013334	LT000000005117
503	32.32000000	20230330110540	20230330110612	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600J2	GVENCESLAI	GRDIRDISBURSEMENTCONFIRMATION	I	yyy	GuaranteeRequest	GR000000295131	8253FID	CL000000011734	LT000000000499
9483	32.30000000	20230406153220	20230406153253	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	ASERRA	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295369	9794FID	CL000000013564	LT000000009412
11906	32.30000000	20230412133519	20230412133551	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	FRINALDI	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295439	9780FID	CL000000013536	LT000000011823
10976	32.27000000	20230412080857	20230412080929	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	DDESIMONE	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295354	9798FID	CL000000013566	LT000000010899
4122	32.27000000	20230403131722	20230403131754	Caricamento Pagina	XXX	CHIANTIBANCA	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000004089
4334	32.26000000	20230403144956	20230403145028	Caricamento Pagina	XXX	ALTAVALSUGANAPROMOZIONISERVIZI	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000004301
11504	32.26000000	20230412110500	20230412110532	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0500A	DDESIMONE	GRISTVerification	I	yyy	GuaranteeRequest	GR000000295327	9793FID	CL000000013522	LT000000011422
5123	32.24000000	20230404082441	20230404082513	GuaranteeRequestDetail.asp --> Sub ShowForm	#WF0600E	GVENCESLAI	GRDIRApproval	I	yyy	GuaranteeRequest	GR000000294595	9743FID	CL000000013490	LT000000005087
9208	32.23000000	20230406123834	20230406123906	Caricamento Pagina	XXX	MSALVATICI	XXX	E	NULL	GuaranteeRequestStatusSearch	XXX	XXX	XXX	LT000000009137
5093	32.21000000	20230404081936	20230404082008	GuaranteeRequestDetail.asp --> CaricamentoPagina	#WF0600B	GVENCESLAI	GRDIRApproval	I	yyy	GuaranteeRequest	GR000000294880	9757FID	CL000000013499	LT000000005057
